model,difference
"The first thing I will try to do to overcome my creative block is to reassess my schedule, and to make time for some activities I enjoy.  Pedro mentioned how important it is to keep your energy up, so I'm planning on taking up squash again.  I'll make it a scheduled game with my friends, and hopefully that will help.     

I also think I should consider working in alternative materials, like the blocks he talked about.  I could pull out my old modeling clay and give that a try.  I'll keep my mind open and avoid stressing myself out, and hopefully I'll start to make some progress!  ",1
"Hi Tommy,      

Sorry it took me so long but my notes were in a bit of a mess and I had to sort them out! So here goes … Listing   Write out in linear form a list of ideas. Don't worry about grammar in the bullet or numerical points. Good for people who are left-brained.      

Webbing   Same as clustering, or diagramming. Non-linear ways of putting down your ideas about a topic. Start by writing down a key word on a blank piece of paper; put the word in a circle. Respond to that word using subheadings, which can also be circled or boxed. Use arrows / lines to show relationships between details.      

Questioning   Imagine the questions your readers have about the topic. Use open ended questions like who, where, what, why, when and how.      

Cubing   Look at topic from six sides. Spend 3-5 minutes exploring each of the 'sides'. First you describe it; then analyze it. Next compare and associate it. Then apply it, and finally argue both sides of it.      

Hope this helps. Perhaps you can return the favor sometime?   
Ciao   
Hakim  
",1
"I am walking towards the ocean through a lush, tropical forest. I can hear the leaves rustling above me in the soft breeze and smell the fragrance of the tropical flowers wafting towards me. As I approach the ocean I can hear the gentle waves lapping on the shore, soothing and calming me. I find a place to lie down on the still warm sand and gaze up into the evening sky, watching the gentle pinks and reds of the sunset gradually sink below the horizon. The sand feels warm and soft beneath my bare feet. The sound of the light tropical breeze brushes through the leaves of the palm trees as I drift slowly, gently, towards sleep.  ",1
"There are many reasons for industrial espionage.  Sometimes, employees feel that they've been treated unfairly, or that the company has taken advantage of them.  Other times, they're being blackmailed or bribed by a competitor, and are afraid of the consequences of saying no.     The first type of industrial espionage is the stealing of trade secrets.  This happens when confidential information about unique products, services, or strategy is leaked by an informant or discovered through malicious computer hacking. The second type is stealing financial information which can be used for insider trading. Finally, there is the theft of intellectual property, such as diagrams, plans, or technical specifications for a new product.  All of these can be devastating for the company, and are unethical and illegal.  
",1
"To: George Opitz   
From: Marilyn Jones   
RE: Recommendation for new product   

After reviewing the newest proposals I recommend investing in the Fast Dry Towel Rack. Based on our market, the Fast Dry will appeal to many people. It ranks highest in the criteria for practicality, ease of use, uniqueness and price. It is also a product that everybody needs and it takes the old towel rack a step higher. If we were to develop this product, I suggest the following step-by-step instructions.   

First, take the Fast Dry towel rack out of the box. Next, screw Fast Dry to the desired wall in your bathroom. After it is secured on the wall, plug it into an electrical socket.   When you are ready to use Fast Dry, place your wet towel over the rack. Then, push the ON button. Fast Dry will automatically turn off when your towel is dry.  
",1
"Leprechauns have a long history as a part of Irish folklore, and are considered to be very lucky, if reclusive creatures.  They are often pictured as very short, close to a child’s height, with a red beard.  They are usually shown wearing a green suit, with pointed shoes.      

Legend says that these leprechauns hide all of their gold in pots at the end of rainbows, and those who can find it will be rich.  It’s also believed that if a human catches a leprechaun, the leprechaun has the power to grant three wishes to the human in exchange for letting him free.      

While there have been very few reported sightings of leprechauns in the modern day, these creatures are a common theme in children’s stories, and often mentioned at the sight of a rainbow.
  ",1
"Good evening. How are you? I'm fine, thanks. We're busy. Good night. ",1
"My friend Katy is in pretty good shape. She loves exercising. She goes running every morning, and she does yoga two or three times a week. She eats healthy food. On the weekend, she goes to the beach with her friends. They love playing volleyball.",1
"Hi, Sophie. I can help. I know some good restaurants. There's a good Italian restaurant on First Street. It's across the street from the post office. The staff is very friendly.   Have a good lunch!  
",1
"Edinburgh is in Scotland. It's a really beautiful city. It's on the east coast of the country, on the North Sea. It's not in the mountains, but there are mountains nearby. It's around 400 miles from London to Edinburgh. By car, that's about seven hours. Come in the summer – in winter, it's really cold!
",1
"The Sziget Festival is my favorite. This big festival lasts for one week, on an island on the gorgeous Danube River in Hungary. Sziget is a special place with a forest. There are 250 entertaining, crowded events every day. They have popular music and art exhibitions. People usually camp in the forest and have great fun.  ",1
"Jack was an illustrator for Artco, a design company. He worked there from 2014 to 2017. He illustrated people and clothing. He also supervised one other artist. Before this job, he worked as a designer in a very small clothing company for about one year. Business was very bad, and he was unhappy. Before that, he was a university student. He studied art.  ",1
"Dear Clay,  
Thank you for inviting me to your party. 
The food was delicious, and I really enjoyed myself. It was very nice of you to hold the party. I hope to see you again soon. Let's plan another party soon. 
Best wishes, 
EF student
  ",1
"Hey, everyone!
We're in New Zealand and having a fantastic trip! We decided to come here so that we can see some wildlife. In order to save money, we're staying at a hostel. It's really fun. Yesterday, we went swimming because the weather was great, and today the weather is still sunny, so we will go on a wildlife tour.  
",1
"Dear managers,
As mentioned in Friday's meeting, this year's conference will be in Miami Beach, Florida. It's the cheapest place and the nearest to our offices here. It will be at the Isla Larga Hotel, the best hotel in the city. It has excellent facilities. We'll use their two main conference rooms. If you have any questions, just let me know. 
Harry
  ",1
"The Great Wall is my favorite restaurant. They serve authentic Chinese food. They have many different appetizers and entrees. The shrimp soup is an excellent appetizer, and the spicy beef entree is delicious. The restaurant is noisy, but all the servers are friendly and everybody has fun. The prices are very reasonable – most entrees are between $10 and $15. Desserts are not their specialty, but they always have ice cream. The restaurant is very busy on the weekends, so make a reservation. 
",1
"I just saw 'Rear Window.' What an amazing movie! 'Rear Window' was made in 1954 and was directed by the famous Alfred Hitchcock. 'Rear Window' is a dark story, like most Hitchcock movies. L.B. is played by James Stewart. L.B. is a photographer, but his leg is broken. He has to stay home, so he watches his neighbors through their windows. I felt sorry for his poor neighbors! Soon, L.B. begins using his camera to fight evil. I saw the remake in 1998, but it's not the same. Daryl Hannah's acting was dreadful!
",1
"To: Adam@NL.com; Chris@NL.com; Taylor@NL.com   
From: Prasad@NL.com     
Subject: Summary of sales meeting      

Dear team, 
Here's a summary of our sales meeting:
*   Adam asked how many new customers we have. Taylor said we have about 50 new customers.
*  Chris asked what we're doing to increase sales. Taylor said we should pay more to salespeople with big sales.
Action item:
*  Taylor said that we need to think of anything else that will increase sales.      

Thanks. 
Prasad 
           ",1
"I worked for a company that made sunglasses. The glasses were really nice, but the employees weren't happy. The communication between management and employees was very bad. The boss didn't know what to do. Finally, the boss decided that the solution was to have a team meeting with management and employees every week. That was a very good idea. The communication got better, and employee morale also got better.  
",1
"The purpose of this proposal is to find a new location for our office. We need to consider the cost of the rent and the neighborhood. We have reviewed a list of options to find the best solution. We are proposing that we move to Office One. We are rejecting Office Bravo as a solution, mostly due to its location. It would have too many negative effects on staff.  
",1
"I'm generally very optimistic about the future. I believe that gasoline will be gone by the year 2100. I think that's completely realistic. We will use the sun and wind for electricity, and most cars will be electric cars. A scientist at Sunlight Motors demonstrated an electric car that can go almost 250 kilometers between charges. Many people are buying electric cars now. I think that pollution will decrease a lot over the next 10 or 20 years. Life will be good in the future.  
",1
"To whom it may concern:      I am writing in response to your online ad for a computer programmer. I have a certificate in computer programing and three years' experience in the business. I am a hardworking, motivated person, and I love a challenge. I have attached my resume.      You can reach me anytime at 495-555-0921.      I look forward to hearing from you.      Sincerely,      Lisa Hayes  ",1
"I feel strongly that there should be a limit on how much violence is shown on TV. For example, lots of crime shows have killings, shootings and other violent crimes, all right around the time that families eat dinner together. In my opinion, this is not suitable for family entertainment. I don't think we should eliminate violence from TV altogether, but we need to move the more violent shows to a later time, when younger viewers are likely to be asleep.
  ",1
"Some people think it's wrong to have physical education and sports in schools, and the trend in many schools is to focus on helping students pass tests. I'm all for test preparation, but knowing how to stay physically healthy is as important as preparing for tests, and for that reason, I'm against cutting sports from schools.  
",1
"Dear colleagues, 

I am writing to inform you of an important issue in the office. The projector in the large meeting room is out of action today. I've called IT, and they are working on a fix. It is not a serious problem, but it will affect anybody who wants to give a presentation in the large meeting room. It should be fixed by this afternoon. We'll update you with more information before lunchtime. Thanks for your understanding. 
Sincerely, Ed  
",1
"I just listened to the song 'Home Improvement' by Josh Woodward. It's a folk-rock tune, and I think it's pretty catchy. I listened to it five times, and I can't get it out my head. Josh's voice is rough and edgy. He doesn't have much of a range, but he hits a few high notes. I was also a little confused. The mood of the song is kind of happy because of the quick, addictive beat. But I think that the lyrics are political, sad and sentimental. Very interesting! I recommend this music when you want a beat and some politics in one song.  
",1
"From: efstudent@bigcompany.com 
To: jessica@useremail.com 
Subject: Your questions about the company  

Hi, Jessica. 

Thanks for your email. I've provided answers to all of your questions. The answer to your first question about the environment is that it's a pretty serious work atmosphere. All employees have to wear business attire every day, and everyone has their own cubicle. In answer to your final question about work-life balance, most people here work 40 hours a week, more or less.  I get about three weeks' vacation each year. And yes, people here do socialize together sometimes. The area around the office is great for eating and shopping, and there are plenty of places to have lunch.

 See you soon! Jessica
",1
"I am an experienced manager in a small tech company aiming to get a role at a multinational company in the software sector in the short term. My long-term career goals are to run a large department and to become an executive.     Within the next two years, I am looking to develop my skill set and competence in team management and negotiations. I expect to achieve a post at a large software company within three years. 
",1
"Hi, Ruby. 

In the meeting on Monday, we talked about our future strategy, and I have some comments I'd like to share.  First, there's a lot of competition in our industry, and I think we're in danger of falling behind. Our competitor is working on a revolutionary new mobile app. We'll need to invest more in our research and development departments in order to compete. There's one other thing I wanted to mention. We'll be bringing in 20 new members to our marketing department. I have some concerns about the training sessions because it's such a large group. If we can, we should get Patty to do the training. She did a great job with the new recruits last year. Let me know what you think. 
Best, Linda  
",1
"There's a big conference in Denver next month and I'm wondering if you're going. It's about telecommunications and could help us with our upcoming discussions about new products. If you are going, should we postpone the company meeting until you have returned? I recommend that we do delay it as you can explain what you learned at the conference to the developers.           Finally, Karen is leaving in two months and we really need to hire someone for her position. Who is looking into that? I'd really appreciate it if you could get back to me in the next week.  
",1
"Francis and I recently ate at a new restaurant called 1876. I had called to make reservations, and the employee was very friendly. She put us down for a 7 p.m. reservation. When we arrived, the place looked beautiful. There were candles everywhere, and the server gave us a fantastic, free appetizer. I ordered the asparagus quiche, and it came with a side of spicy corn on the cob. It was unbelievable! As soon as we finished the main course, we both ordered the cheesecake brownie. It was two classic desserts in one! The food was definitely not low-fat, but the chef said that it's mostly local and organic. Everything was delicious and unusual, so we'll probably go again.  
",1
"I'll never forget the first house my husband and I bought. It was very small, but we really loved it. The price was $240,000. We didn't have that much money, so we made an offer of $200,000. The owner made a counteroffer of $230,000. We said that we were sorry, but we just didn't have the money. We also told the owner how much we loved the house and wished her good luck. We continued to look at other houses, but couldn't find anything we loved. Then, suddenly, we heard from the owner. The house was ours for $200,000. I asked her why. She said that one other couple had offered more, but she decided to sell it to us because we loved the house so much. We were very happy in that house.  
",1
"Hi, John.

Here's a summary of the meeting we had this morning with Judy. 

First, she decided not to go forward with the merger because we still need more information. She also suggested we move quickly to get a replacement for Ken. Finally, she proposed a team-building activity in the summer. That's all for now. Let me know if you have any questions.  
",1
"Carla, I'd be glad to help you with the company's financial problems. 

Here are my ideas. First, I recommend offering older workers a big retirement bonus with medical coverage for six months. I think that about 100 workers would take the offer. Second, I propose that we stop all new hiring. We can use attrition to reduce staff size. I think that in a few months, we could cut our staff by about 40 workers. Next, we should cut the number of hours that everyone works to 35 hours per week. This would include everyone, even the big executives. Only as a last resort should we have layoffs. That would be very bad for company morale. 

Sincerely, Kim  
",1
"Introduction: There have been a number of recent changes in the company. Here's an update. 

Main points: 
1. Acquisition of Smoot Computers will complete by end of the year will open new markets  
2.    Sales:  increasing rapidly, especially Asia opening new office in Seoul, Korea
3.    New hires: CFO Mary Rickman starts next week       
Summary: Company's doing well.     
Next step: Jane will give a more detailed update when she returns.  
",1
"Dear Stan,

It's so interesting to hear about all the changes in your life! My family life has changed quite a bit too.

My son, Abdul, is studying to be a doctor. He wanted to try something new, so he moved to the UK for school. We decided against studying here because the schools are too expensive.

My daughter, Tina, studied visual arts in Paris. She graduated already and has been living there since last year, but she's wondering if she should come back home sometime soon. We miss her a lot, so I hope she does! 

Regards,
Jesse
  ",1
"I graduated from the University of Southern California with a degree in finance. Subsequently, I received an MBA from Stanford University. After graduation, I was hired as a product manager at Hall Corp. Two years later, I was promoted to product director. I have extensive experience in management as product director. I am currently working at Hall Corp.
",1
"I had a wonderful visit in Puerto Vallarta, Mexico, last year. My husband and I had a great time. What I love about the city is its rich history. In the historic center of the town, there are monuments, churches and beautiful old neighborhoods. It's easy to walk everywhere, and the streets and sites are clearly marked. There is a vibrant art scene, with lots of galleries in a historic neighborhood. What is fantastic is the beach promenade. It's a wide pedestrian area with fantastic modern sculptures. Of course, the beaches are fabulous, and there isn't much trash. 
 ",1
"I'm writing to give you a summary of my evening with Rick Jones last night. Over drinks he told me that he is not happy. He actually said that he feels like he's getting the runaround. Some of our people are reluctant to share solid information with him. 

I know how important this deal is, Jack. In a nutshell, we need to straighten things out fast. I reassured him that I'd speak with you today. The good news is we had a great dinner, good conversation and he was feeling a lot better. 

I know you're in meetings all day, but please respond ASAP. 
",1
"Not all states in the US prohibit talking on your cellphone while driving, but my state does. In California, it's illegal to hold a mobile phone and talk on it while driving. You can use a hands-free device. For example, using a speakerphone is permitted. To my mind, this is a good law. A driver cannot react quickly if they are holding a cellphone. Personally, I think all states should have a law like this. In my opinion, it would save lives. 
",1
"When I was growing up, I read books printed on paper. I'd read anything –  graphic novels; autobiographies; nature magazines; and my favorite, crime fiction. Somewhere along the way, I've transitioned from paper to electronic media. In the early 2000s, I read my first e-book. It was a 1930s classic: 'Their Eyes Were Watching God,' written by Zora Neale Hurston, written before digital communications media was even born. Now, I read my novels and news on a tablet. I do research for work on search engines, blogs, magazines and online dictionaries.     I've noticed some huge differences in my habits, too. With paper media, I would use my fingers to turn a page; with electronic media, I tap or swipe my screen to go to the next page. Sometimes news articles contain links. I can tap the link and be taken to an entirely new world of information. In fact, I do a different finger dance made from a complex series of taps and swipes to accomplish certain goals. None of this was possible with paper books and, frankly, sometimes all this digital interaction can become a little distracting. In all, however, I enjoy it. 
",1
"Dear Jaime,

We were so sad to hear of your illness. Everyone here misses you, and our thoughts are with you at this difficult time. If there's anything we can do, just let us know.

Take care, 
Anthony  
",1
"I agree with Doris that you have to be tough and play the game. But there are different ways to play the game. It all boils down to having good relationships with higher-ups and coworkers. You have to be honest in your comments, but you should be careful about expressing annoyance. Find a mentor if you can. I agree that participating in team activities will make you feel more part of the group. 
",1
"What makes a successful leader is hard to define. Take me, for example. Most of my adult life I was more of a follower than a leader. I've always had a hard time persuading others, and I lack most of the characteristics that we associate with a strong leader, like charisma and drive. It wasn't until five years ago, when I was hired by a new company and ended up in a management training course, that things began to change for me. At first, I thought I would never be able to develop leadership qualities. Among the biggest challenges for me was just feeling comfortable in front of a large group. But the leader of the course earned my trust and, before I knew it, I was being asked to help others. Now I'm the manager of my department, and my boss is very happy with my performance. I don't think I'm the best leader in the world, but my staff respects me and I feel confident. The most important thing that I've learned is this: Never underestimate yourself. 
 ",1
"Dear Kim:     

Here are some tips for writing effective emails: 

• Use bullet points.
• Make subject lines clear and concise.
• Check any attachments before you hit 'Send.' A good expression to use is 'Please find attached …' 
 • Use the expressions are 'I'm forwarding …' and 'Please don't hesitate to contact me.' 
• Be polite. Avoid too much humor or sarcasm. This can easily be misunderstood.
 • Be very careful with emoticons. 
They aren't appropriate for formal emails. I hope that this helps!
EF Student  
",1
"There are some similarities between the cultures you mentioned and mine. In my country, it is impolite to stare at someone, so you have to be careful with eye contact. We use few gestures. We don't ever point. You really have to be careful! People in my country are very comfortable with silence, especially when we're eating. It is considered very rude to talk a lot during meals.  
",1
"Dear Alice,
I am writing to apologize for what I said at lunch yesterday. I was way out of line talking about your sales performance during the last quarter. I certainly shouldn't have said anything in front of our colleagues. You rightly pointed out that I am not your manager.     In my mind, I was trying to make a point about overall sales, but that is no excuse. My actions were unacceptable, and I hope you can forgive me.  I can assure you that it won't happen again. I hope we can move beyond this. Again, you have my sincere apology.    

Sincerely, 
Kim
        ",1
"Had a mixed experience recently at the Harbor Hotel. Very upscale hotel with luxurious rooms. Spacious bathroom, everything was very clean and in good condition. The usual amenities. Was unpleasantly surprised by the unhelpful staff. And the concierge was incompetent. Location and price can't be beat, but service was disappointing. 
 ",1
"Harry,

Here are some ideas for motivating your employees. I also included some things to avoid. 
• Incentivize your employees. Make them feel that the company's success means success for them as well. There's nothing like a possible reward to motivate people.
 • Take an active interest in your employees' career paths. Offer them additional training and act as their mentor.
• Emphasize a healthy work-life balance. Recognize that employees have lives outside the company. 
• Listen to your employees. If people feel like they are being heard, even when they are complaining, they will be happier and more productive. 
• Treat subordinates the way you would like to be treated by your superiors.     

Here are five ways to demotivate your staff: 
• Disrespect subordinates because they are below you.
• Take credit or claim responsibility for work done by your subordinates.
• Lose your temper.
• Let employees unfairly take the blame for things.
• Don't compliment or praise people for good work. 

Good luck with your team!
EF student
  ",1
"Dear Mark,

How are you doing? I've been doing well. I had an amazing experience last week.

I had tickets to go to a rock concert by the band Carthago on Saturday. We were waiting in an endless line to get into the concert hall. I was feeling impatient and restless, so I walked up to the front of the line. Unbelievably, there was a manager who was giving out five backstage passes, and I got one! I was so excited that I flew back to my friends in line and jumped up and down with excitement. During intermission, I went to a special stage door and was let in by a big, muscled security guy. Finally, they let the five pass winners into the large room where the band members were relaxing. We all just nervously introduced ourselves and chatted about the music for about 10 minutes. Then we were escorted out. It was a once-in-a-lifetime experience. So amazing! I guess I was just in the right place at the right time. 

Maybe the next time you're in town, we can see a concert together. Until then, keep in touch.

Best,
Jenny 
",1
"Corporate social responsibility has become something of a buzzword, and I believe it's something that global companies can no longer afford to ignore.           It is an undeniable fact that any activity in which companies give back to the community has a long-lasting, positive impact on millions of people throughout the world, providing opportunities and transforming lives. It is equally true and important to spell out that companies that run or contribute toward such programs know that it makes good business sense to do so, both for PR purposes and to open up new markets and create new customers. 

CSR critics may argue that it costs too much money, which goes against good business practice. While the cost is a reality, it's also evident that CSR is not about winners and losers. When done properly, it is a win-win situation. The reason CSR makes good business sense, the reason it contributes to the bottom line, is because consumers care. Companies with a good CSR record are rewarded by customer loyalty. Consumers are happy, the company performs well and communities around the world benefit from CSR programs. 

To sum up, businesses should not be afraid to start a CSR program that will both make their shareholders happy and give new opportunities to the community. They all move forward together. It is indeed a win-win business model. 
",1
"Team, 

I have just finished giving Hector details of all our projects and the priorities. Here is a summary for you. 

Major US client designs.
This is the highest-priority project for us.
• The client will give us more business if we are successful.
• We have made acceptable progress despite delays.     • You are doing a great job!

Staff recruitment
This is also a high-priority project for us.
• We will need to replace two team members leaving in Q2.
• If you know people who are qualified for this position, please tell me fast!

Media reorganization 
This is not a high priority for us.
• The project is complicated and would need a lot of effort.
• We do not use the media much anymore.
• We are freezing this project for now.

If you have questions about these priorities, please don't hesitate to contact me.     Best regards,
EF student 
",1
"NAFTA is a trade agreement among the three countries in North America. Indeed, NAFTA stands for the North American Free Trade Agreement. It has become a dominant force in trade relations among Mexico, Canada and the United States. 

The NAFTA treaty came into force in January 1994, after years of hard negotiations. The primary effect of NAFTA was to greatly reduce or even eliminate tariffs on goods and services moving among Mexico, Canada and the United States. Since the implementation of NAFTA, trade has indeed increased in North America. This is especially true in agriculture. 

The agreement has not been without controversy, however. Because not all goods and services are free of tariffs, there are continual disagreements and negotiations. Each of the three countries in the agreement tries to gain an advantage for their exports. For example, in the American Southwest, farmers complain about the entry of Mexican fruits and vegetables into the United States. They worry that this reduces prices of their own produce. 

Overall, however, NAFTA has had a beneficial effect on the three countries involved. It has greatly stimulated international trade in the region.  
",1
"There's nothing like a cup of fresh-brewed coffee or tea to start the day! And how about some fresh-squeezed juice and a toasted bagel to go with it?           Are you ready for this? It's coming, and it's coming soon! Starting next month, the company will serve free breakfast for all employees! The daily menu will include all those delicious drinks along with fresh fruit, yogurt, cereals, bagels and doughnuts. And keep your eyes open for the daily, hot special! Would you like some scrambled eggs and potatoes, or maybe some pancakes with maple syrup? Yum!

Let your hair down with friends and colleagues before you start your busy day. Don't stress about grabbing something before you get to work. And, hey – who doesn't like a free meal, right?

See you all for breakfast starting the first Monday of next month. And remember, breakfast is the most important meal of the day!
",1
"The purpose of this report is to compare two training companies and recommend one of them as our potential provider.

The first company, TrainQuick, is relatively cheap, and a flexible training schedule is provided. However, their service is being implemented at another of our branches, and reports from there suggest employees are not attending the classes in large numbers because classes consist of a mix of employees from different branches. The staff would prefer studying only with their own branch members.

The second company, Skills Pro, provides a more expensive service, and the course has been described as difficult. However, this should not be seen as a potential drawback. In fact, the course is generally finished successfully, and the company is planning to further expand its courses.
In short, we are all in agreement that Skills Pro should be chosen as our training service provider. Despite the higher costs, a higher quality of service with more successful results is guaranteed, although further research should be done before any investment is made. 
",1
"Hi, Samantha.

Here are some details regarding my plan for the presentation at the next company meeting.

I was thinking that in the opening we mention our key achievement from the last quarter – the renewal of our partnership with Crum Industries. Also, it might be nice if I touched on how our team has been praised by Crum for how dedicated we are to quality.

Then, in the body of the speech, I'm considering starting with the problems we faced with Crum three months ago then transition to how we tackled them. The main issue we were facing was the unresolved defects affecting Crum's clients. I can also mention the other tech issues in passing. When I talk about the solutions, I'm seeing an opportunity to cover how it was only multi-team collaboration that allowed us to make all the necessary fixes.

Toward the closing, it would be best to include something about how we will require more support in order to make sure we avoid further problems with other customers.

Let me know what you think of the plan. 

Best, 
EF Student.
",1
"Opening 

Today, I'd like to talk about our achievements last quarter. We have  constructed another bridge with Crum Industries , and we've successfully renewed our contract with them. The last quarter wasn't easy because of the issues that we had, but Crum's feedback was that they think our teams are  very skilled architects .

Body
I want to talk about  the difficulties  we had with Crum. Last quarter,  our relationship with them was crumbling due to the number of unresolved defects . It took  our dedicated group of people  the whole quarter to fix  the defects  and  stop the house from falling down .  The crews  fixed  the problems  by changing the way that we deliver our updates to the client and improving our Quality Assurance process.  This talented squad  was also able to identify other related tech bugs. I should say that it's because of  these people who keep our products working  that we were able to fill the cracks.

Closing
We will continue to  build on this solid foundation , but we will need support from all of  our key players  to help us keep improving.  
",1
"Opening

Today, I'd like to talk about our achievements last quarter. We have constructed another bridge with Crum Industries; we've successfully renewed our contract with  them . The last quarter wasn't easy because of the issues that we had with  them , but  their  feedback was that they think our teams are very skilled architects. How  we've  developed a skilled group of individuals is another topic that I will touch upon.

Body
With this is mind, let's proceed to  the difficulties we had with Crum,  which we were talking about just now.  First of all, in the last quarter, our relationship with  them  was crumbling due to the number of unresolved defects. It took our dedicated group of people the whole quarter to fix  these  defects and stop the house from falling down. The crews fixed  these  problems by changing the way that we deliver our updates to the client and improving our Quality Assurance process. This talented squad was also able to identify other related tech bugs. I should say that it's because of these people who keep our products working that we were able to fill the cracks.  To briefly recap this section : We were able find and fix all of  these  cases leading to a happy client.

Closing
In closing, we've had quite a few successes this quarter, and we will continue to build on this solid foundation, but we will need support from everyone as we're trying to shape something special here. 
",1
" Hi Lindsay,

As requested, I've done some research and found two potential team-building companies. These both provide outdoor team-building packages and seem to meet the criteria you gave me: fun, safe and suitable for our budget.

This one claims to offer motivating activities, it's not that expensive, and it's safe: https://druidandstone.com/outdoor

This one is similar, and promises that the activities won't scare people:      www.team-builders-world.com

I found a few more links, but they seemed to be aimed at companies with bigger budgets than us, or they just weren't relevant.

If you want me to look into the providers any further, let me know. 
Best,
EF Student
",1
"Hi Stef,

Please find attached a link to the demonstration system. As requested in your last email, I've also included a test account with login details for you to share with your team.

Considering the difference between this and standard Big Company systems, I've also included a short user's guide. If you have any questions or problem, please don't hesitate to ask.

Helena: I've given them access to the test database, not the live one. Thinking about data security, I don't want to make any changes to the live system. They should still be able to test all the features.

Best,
EF Student 
",1
"Here are some notes about making your writing more engaging. Check to see whether the blog post you just wrote included these points.

Use narrative structure:
1. Introduction
2. Rising action
3. Climax
4. Falling action
5. Resolution

A few techniques for engaging writing:
1. Use inversion.
2. Use parallel structure.
3. Speak directly to the reader.

NOTE: This is a guide for your writing text. Do not copy and use it as your final submission. 
",1
"Some of my friends who are studying English impress me with their large vocabulary because I hear them use difficult words like 'discombobulate' or 'averse.' I rarely hear native speakers using words like that. Some of them use advanced phrases, like 'I could be wrong,' 'one thought I have that you may find naive' before their true opinion, and sometimes I feel like I'm listening to a diplomat.

One of my friends is happy that she managed to use vocabulary in real life that she had learned from reading English articles, but she said it wasn't as easy as she'd imagined. She's also glad that she's gotten the hang of using formal and polite language, which she'd heard in speeches by directors and VPs.

Sometimes though, it seems that my friends use words that are too formal for a team presentation. Next time, when they pick up a new word, they should pay attention to whether native speakers use it only in formal speaking or writing. And another thing they need to do is to reassess their use of polite phrases, like if they've used too many in the past and should reduce their use a bit so they don't lose their audience before getting to the main point. 
",1
"My favorite city is Palm Springs, California in the United States. It's only about two hours east of Los Angeles by car, but there are a number of differences between these two Southern California cities.

Palm Springs is a small city with a population of around 40,000. It's a desert city famous for its hot springs, spas, golf courses, stylish hotels, and laid back lifestyle. It is also considered the epicenter of midcentury-modern architecture in the US. The downtown area is filled with tourists visiting hip boutiques and trendy restaurants. The surrounding Coachella Valley offers everything from rock climbing to horseback riding.

Los Angeles is a bustling city of approximately 4 million people located on the Pacific Ocean. It is probably best known for its beautiful beaches and as the home to Hollywood, the center of the country's film industry. The city has a diverse economy beyond entertainment, including education, technology and medicine. Like Palm Springs, LA, as it is known, hosts large numbers of tourists every year.

So, if you're ever in LA, you might want to consider a side trip to the desert. A two-hour car ride can show you a whole different side of Southern California. 
",1
"Josh and Ken,

I've read your proposals and thought a lot about them, and I think that I have a proposal that's a good compromise. Just north of downtown is a new office building with unoccupied shops on the first floor. It's a little sad and empty now, but a few shops are starting to move in. Because the empty spaces aren't generating any revenue for the building's owner, Cape Compass Construction Inc., they are signing fairly long-term leases, like seven years, at reasonable rents. I asked the building manager about a nice space that's about 100 square meters smaller than what we have now. She'd let us have it for $25,000 a year, less than half of what we're paying now. Of course, the big disadvantage is that it's not downtown, so our customers would have to walk an extra four or five blocks to visit us. We would probably lose some long-term clients. However, the new office building will eventually have about 2,000 employees and they'll need clothes that are suitable for business, just what we provide!

What do you think?
EF student 
",1
"Robots help perform more than 300,000 surgeries per year in the US. They explore places humans can't, such as the deepest parts of oceans and space. But most often, robots perform routine, assembly-line jobs that increase productivity and lower costs, like packaging produce or attaching wheels to cars.

Robots perform an increasingly large proportion of menial tasks in the US, which I feel is a promising trend. The result is that companies can keep more jobs in the country and increase the number of jobs that require higher-level skills. Jobs that require these skills will still need to be performed by humans, at least in the foreseeable future.

I think there is a major downside to this trend, however. As robots replace people doing manual work that can be completed by computers – jobs usually held by poor and middle-class people – the line that separates the poor and rich will become that much more evident. As this trend continues, we need to figure out how to add robots to create an optimal workforce instead of using them simply to replace humans. 
",1
"I don't want to name names, but there is a certain male singer who I think is nothing but a media-hogging opportunist. He loves to champion the cause of Housing for Humanity, the charity that builds affordable homes for the poor, but I know something that many people don't.

A good friend of mine also volunteers at Housing for Humanity, and she saw this singer arrive the other day to supposedly work on the construction of a new home. He arrived with all sorts of assistants and media people. He gave interviews to the local media and talked about how important this charity was to him. As soon as the interviews were over, he left. My friend said he didn't hit one nail!

Granted, this guy donates a lot of money to the charity, but how hard is that for someone who is very wealthy? I'm sick and tired of celebrities pretending to be something they're not. This guy was in work clothes and had tools on his belt so the media would report that he was constructing houses for poor people. He has no business pushing this kind of image of himself when it's just not true.",1
"I believe that the creative writing techniques introduced here could be useful for many types of writing. In my line of work, the 'questioning' technique comes in handy. I use it so often and so instinctively that I have to admit that I no longer think of it as a technique. You see, I write technology articles for a weekly banking magazine and use a common journalistic approach: answering the five 'wh-' questions as you write the first paragraph of the story. That way, you anticipate the most salient questions your readers might have about the story.      A technique I'd like to formally experiment with is loop writing. Sometimes, when I'm trying to formulate the first, critical paragraph for my story, it's difficult to separate the wheat from the chaff. I don't always know what the most relevant information is until I sort through all of the details. Loop writing would allow me to think through all of the details, summarize them, rethink them and summarize them again. I believe that final summary could give me a jump-start on a powerful lead paragraph. 
",1
